Name,Position,Chromosome,First Author,Title,Pubmed link,Year,Journal,Trait,p-value,p-value description,Confidence Interval
rs10503669,19891970,8,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Triglycerides,7.0e-39,"",[0.073-0.098] mg/dL decrease
rs12708980,57012379,16,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,HDL cholesterol,2.0e-28,"",[0.033-0.047] mg/dL decrease
rs11216126,116617240,11,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,HDL cholesterol,3.0e-34,"",[0.027-0.037] mg/dL increase
rs12686004,106693247,9,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,HDL cholesterol,2.0e-18,"",[0.017-0.027] mg/dL decrease
rs16940212,56481312,15,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,HDL cholesterol,1.0e-24,"",[0.018-0.027] mg/dL increase
rs519113,50068124,19,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,HDL cholesterol,8.0e-11,"",[0.012-0.023] mg/dL decrease
rs7232775,43202404,18,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,8.0e-14,(BUN),[0.011-0.019] mg/dL decrease
rs12483959,42657329,22,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,2.0e-39,(ALT),[0.00080-0.00120] IU/L increase
rs11066280,111302166,12,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,8.0e-22,(ALT),[0.0035-0.0055] IU/L increase
rs12654264,74684359,5,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,1.0e-20,(LDL),[2.14-3.28] mg/dL decrease
rs16856247,169784413,2,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,2.0e-15,(FPG),[0.042-0.069] mg/dL increase
rs2280401,54691821,19,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,9.0e-13,(ALB),[0.021-0.037] g/dL increase
rs4686914,189200234,3,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,3.0e-21,(BUN),[0.019-0.029] mg/dL decrease
rs10830962,92338075,11,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,1.0e-16,(FPG),[0.034-0.055] mg/dL increase
rs1799884,44195593,7,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,2.0e-19,(FPG),[0.049-0.075] mg/dL increase
rs895636,45041857,2,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,1.0e-12,(FPG),[0.029-0.050] mg/dL increase
rs2738446,11088326,19,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,2.0e-12,(LDL),[2.13-3.77] mg/dL increase
rs599839,109623689,1,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,2.0e-19,(LDL),[4.09-6.37] mg/dL decrease
rs651007,135143696,9,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,6.0e-09,(LDL),[1.51-3.05] mg/dL increase
rs780092,27596658,2,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Triglycerides,5.0e-27,"",[0.041-0.059] mg/dL decrease
rs13069049,66892632,3,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Metabolite levels,3.0e-18,(BUN),[0.014-0.022] mg/dL increase
rs2286276,72987354,7,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Triglycerides,1.0e-15,"",[0.049-0.081] mg/dL decrease
rs2001945,126547160,8,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Triglycerides,1.0e-20,"",[0.032-0.049] mg/dL increase
rs603446,116654435,11,Kim YJ,Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.,http://www.ncbi.nlm.nih.gov/pubmed/21909109,09/11/2011,Nat Genet,Triglycerides,2.0e-86,"",[0.079-0.096] mg/dL decrease
rs17249754,88584717,12,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,6.0e-10,(Pulse Pressure),[0.27-0.52] mmHg increase
rs653178,112007756,12,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,7.0e-20,(Mean Arterial Pressure),[0.34-0.52] mmHg decrease
rs17477177,106199094,7,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,2.0e-13,(Pulse Pressure),[0.31-0.53] mmHg decrease
rs2071518,120504993,8,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,4.0e-09,(Pulse Pressure),[0.21-0.41] mmHg increase
rs11222084,129778440,11,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,2.0e-11,(Pulse Pressure),[0.24-0.44] mmHg increase
rs17608766,42368270,17,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,6.0e-15,(Pulse Pressure),[0.40-0.67] mmHg decrease
rs2782980,115771517,10,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,2.0e-09,(Mean Arterial Pressure),[0.23-0.45] mmHg decrease
rs17367504,11785365,1,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,2.0e-16,(Mean Arterial Pressure),[0.40-0.66] mmHg decrease
rs9663362,95885167,10,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,5.0e-09,(Pulse Pressure),[0.18-0.36] mmHg decrease
rs13107325,103188709,4,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,1.0e-10,(Mean Arterial Pressure),[0.44-0.82] mmHg decrease
rs9313772,157737035,5,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,1.0e-11,(Mean Arterial Pressure),[0.24-0.44] mmHg decrease
rs11191593,104929205,10,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,1.0e-15,(Mean Arterial Pressure),[0.50-0.82] mmHg increase
rs1378942,72864420,15,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,2.0e-15,(Mean Arterial Pressure),[0.29-0.48] mmHg increase
rs1173771,32850785,5,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,5.0e-09,(Pulse Pressure),[0.18-0.37] mmHg increase
rs12258967,18767965,10,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,2.0e-16,(Mean Arterial Pressure),[0.33-0.53] mmHg decrease
rs4590817,63137559,10,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,2.0e-18,(Mean Arterial Pressure),[0.45-0.71] mmHg increase
rs11191548,104836168,10,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,8.0e-11,(Pulse Pressure),[0.37-0.69] mmHg increase
rs1458038,81383747,4,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,3.0e-14,(Mean Arterial Pressure),[0.30-0.51] mmHg increase
rs198846,26215442,6,Wain LV,Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,http://www.ncbi.nlm.nih.gov/pubmed/21909110,09/11/2011,Nat Genet,Blood pressure,2.0e-12,(Mean Arterial Pressure),[0.35-0.61] mmHg decrease
rs9357152,32772938,6,Chen D,Genome-wide association study of HPV seropositivity.,http://www.ncbi.nlm.nih.gov/pubmed/21896673,09/10/2011,Hum Mol Genet,HPV seropositivity,1.0e-14,"",NR
rs10822013,63921983,10,Cai Q,Genome-wide association study identifies breast cancer risk variant at 10q21.2: results from the Asia Breast Cancer Consortium.,http://www.ncbi.nlm.nih.gov/pubmed/21908515,09/09/2011,Hum Mol Genet,Breast cancer,6.0e-09,"",[1.06-1.18] 
rs7924176,75965795,10,Geller F,Genome-wide association study identifies four loci associated with eruption of permanent teeth.,http://www.ncbi.nlm.nih.gov/pubmed/21931568,09/08/2011,PLoS Genet,Permanent tooth development,6.0e-18,"",[0.08-0.13] unit decrease
rs12424086,64650776,12,Geller F,Genome-wide association study identifies four loci associated with eruption of permanent teeth.,http://www.ncbi.nlm.nih.gov/pubmed/21931568,09/08/2011,PLoS Genet,Permanent tooth development,2.0e-12,"",[0.08-0.14] unit decrease
rs2281845,199348566,1,Geller F,Genome-wide association study identifies four loci associated with eruption of permanent teeth.,http://www.ncbi.nlm.nih.gov/pubmed/21931568,09/08/2011,PLoS Genet,Permanent tooth development,8.0e-17,"",[0.08-0.12] unit decrease
rs4491709,217603001,2,Geller F,Genome-wide association study identifies four loci associated with eruption of permanent teeth.,http://www.ncbi.nlm.nih.gov/pubmed/21931568,09/08/2011,PLoS Genet,Permanent tooth development,2.0e-14,"",[0.07-0.13] unit decrease
rs4248154,31110595,6,Nakabayashi K,Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.,http://www.ncbi.nlm.nih.gov/pubmed/21900946,09/08/2011,J Hum Genet,Graves' disease,1.0e-13,"",[1.27-1.50] 
rs4313034,30081904,6,Nakabayashi K,Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.,http://www.ncbi.nlm.nih.gov/pubmed/21900946,09/08/2011,J Hum Genet,Graves' disease,2.0e-15,"",[1.47-1.90] 
rs3893464,30043229,6,Nakabayashi K,Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.,http://www.ncbi.nlm.nih.gov/pubmed/21900946,09/08/2011,J Hum Genet,Graves' disease,2.0e-20,"",[1.39-1.67] 
rs4713693,33925907,6,Nakabayashi K,Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.,http://www.ncbi.nlm.nih.gov/pubmed/21900946,09/08/2011,J Hum Genet,Graves' disease,7.0e-13,"",[1.28-1.53] 
rs2273017,32445608,6,Nakabayashi K,Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.,http://www.ncbi.nlm.nih.gov/pubmed/21900946,09/08/2011,J Hum Genet,Graves' disease,2.0e-22,"",[1.40-1.66] 
rs7072216,100146843,10,Nicholson G,A genome-wide metabolic QTL analysis in Europeans implicates two loci shaped by recent positive selection.,http://www.ncbi.nlm.nih.gov/pubmed/21931564,09/08/2011,PLoS Genet,Metabolite levels,8.0e-15,(TMAu),[0.95-1.43] unit decrease
rs17109512,100117541,10,Shen H,Genome-wide association study identifies genetic variants in GOT1 determining serum aspartate aminotransferase levels.,http://www.ncbi.nlm.nih.gov/pubmed/21900944,09/08/2011,J Hum Genet,Aspartate aminotransferase ,3.0e-14,"",NR
rs3120139,160661612,6,Qi Q,"Genetic variants, plasma lipoprotein(a) levels, and risk of cardiovascular morbidity and mortality among two prospective cohorts of type 2 diabetes.",http://www.ncbi.nlm.nih.gov/pubmed/21900290,09/06/2011,Eur Heart J,Lp (a) levels,4.0e-09,"",[0.22-0.42] mg/dL increase
rs783147,161137990,6,Qi Q,"Genetic variants, plasma lipoprotein(a) levels, and risk of cardiovascular morbidity and mortality among two prospective cohorts of type 2 diabetes.",http://www.ncbi.nlm.nih.gov/pubmed/21900290,09/06/2011,Eur Heart J,Lp (a) levels,3.0e-17,"",[0.22-0.38] mg/dL decrease
rs10455872,161010118,6,Qi Q,"Genetic variants, plasma lipoprotein(a) levels, and risk of cardiovascular morbidity and mortality among two prospective cohorts of type 2 diabetes.",http://www.ncbi.nlm.nih.gov/pubmed/21900290,09/06/2011,Eur Heart J,Lp (a) levels,5.0e-39,"",[1.08-1.48] mg/dL increase
rs7094971,61119570,10,Suhre K,Human metabolic individuality in biomedical and pharmaceutical research.,http://www.ncbi.nlm.nih.gov/pubmed/21886157,08/31/2011,Nature,Metabolic traits,3.0e-14,(carnitine),[NR] unit decrease
rs8396,159850267,4,Suhre K,Human metabolic individuality in biomedical and pharmaceutical research.,http://www.ncbi.nlm.nih.gov/pubmed/21886157,08/31/2011,Nature,Metabolic traits,6.0e-15,(decanoylcarnitine + 25 other traits),[NR] unit decrease
rs9393903,11150895,6,Suhre K,Human metabolic individuality in biomedical and pharmaceutical research.,http://www.ncbi.nlm.nih.gov/pubmed/21886157,08/31/2011,Nature,Metabolic traits,2.0e-14,(SM-16 + 7 other traits),[NR] unit decrease
rs10518693,38487314,15,Suhre K,Human metabolic individuality in biomedical and pharmaceutical research.,http://www.ncbi.nlm.nih.gov/pubmed/21886157,08/31/2011,Nature,Metabolic traits,1.0e-13,(SM-17 + 8 other traits),[NR] unit increase
rs7760535,111853776,6,Suhre K,Human metabolic individuality in biomedical and pharmaceutical research.,http://www.ncbi.nlm.nih.gov/pubmed/21886157,08/31/2011,Nature,Metabolic traits,1.0e-12,(isoleucine/tyrosine + 10 other traits),[NR] unit decrease
rs2023634,17352450,22,Suhre K,Human metabolic individuality in biomedical and pharmaceutical research.,http://www.ncbi.nlm.nih.gov/pubmed/21886157,08/31/2011,Nature,Metabolic traits,2.0e-22,(proline + 5 other traits),[NR] unit increase
